display_first_last,classification,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,porpag,adjoe,pfr,ast/tov,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,height_wo_shoes,height_w_shoes,weight,wingspan,standing_reach,body_fat_pct
Tony Bradley,SOLID,37,34.3,123.3,21.4,56.4,58.21,18.2,19.0,7.4,11.5,61,99,0.616,97,172,0.564,0,0,0.0,4.6,1.0,57.6,1,2.31591,133.074,5.0,0.92004869,96.9021,89.8191,1.96324,112.527,8.31686,5.25593,3.06093,6.86932,14.6053,5.13508,1.73424,2.5789,2.5526,5.1316,0.6053,0.2632,0.5789,7.0789,81.25,82.75,248.8,89.0,112.5,12.0
Tyler Lydon,BUST,34,89.6,118.4,18.0,54.8,59.72,7.7,19.2,10.8,15.7,97,116,0.836,102,195,0.523,49,125,0.392,4.7,1.7,36.3,2,4.19162,120.652,2.7,1.18642312,101.689,96.6872,4.00861,244.374,7.57671,4.26047,3.31624,5.96957,36.0882,4.3122,1.65737,2.3235,6.3235,8.6471,2.0588,1.0294,1.4412,13.1765,80.25,81.5,215.0,84.0,107.5,13.6
Luke Kennard,SOLID,37,88.8,127.3,23.0,57.9,62.91,3.9,12.1,13.6,11.2,160,187,0.856,149,284,0.525,88,201,0.438,0.9,1.4,38.6,2,6.54923,140.079,2.5,1.54239316,103.155,96.1443,4.04067,215.166,8.02895,7.36515,0.6638,9.39706,35.5135,8.06344,1.33362,1.1622,3.9189,5.0811,2.4595,0.8378,0.3514,19.5135,76.5,77.5,196.2,77.25,98.5,6.6
Frank Jackson,SOLID,36,60.5,116.4,20.4,56.4,59.8,3.1,8.2,12.6,15.4,77,102,0.755,82,152,0.539,51,129,0.395,0.2,1.3,36.3,1,3.24008,124.45,3.8,1.24487547,105.15,97.4997,2.71476,132.144,4.07002,4.53684,-0.466824,4.00637,24.8889,3.37386,0.632511,0.6389,1.8611,2.5,1.6944,0.5556,0.0556,10.9444,74.0,75.5,201.6,79.5,98.0,6.7
Derrick Walton Jr.,BUST,38,86.2,125.8,23.8,56.1,62.3,1.7,16.1,27.3,13.2,149,170,0.876,73,160,0.456,98,232,0.422,0.1,2.0,43.4,4,6.24465,139.133,2.0,2.86371498,103.028,97.1444,3.80293,223.008,10.089,8.58685,1.50212,9.52344,34.8158,7.75126,1.77218,0.4474,4.3421,4.7895,4.9737,1.1316,0.0263,15.5,71.0,72.75,188.6,74.5,95.0,5.8
Isaiah Hicks,BUST,38,56.2,118.2,21.5,57.2,61.82,8.5,16.7,10.9,18.3,107,137,0.781,166,290,0.572,0,0,0.0,3.7,1.0,47.2,4,3.25957,127.63,5.4,0.85941498,98.2231,91.1001,3.03024,175.016,7.31402,3.52297,3.79105,6.21435,23.2564,3.02848,3.18587,1.8462,3.6154,5.4615,1.4103,0.4103,0.7436,11.8205,79.25,80.5,233.4,84.5,105.0,7.7
Nigel Hayes,BUST,37,80.0,109.1,24.9,48.5,51.37,8.0,16.5,16.8,13.0,135,230,0.587,158,324,0.488,22,70,0.314,1.3,1.4,58.4,4,3.76991,120.884,2.2,1.58730244,97.2899,91.5101,4.15549,206.663,5.28837,3.15049,2.13788,5.59122,32.4324,3.90535,1.68587,2.2162,4.4054,6.6216,2.7027,0.7568,0.3784,13.973,78.25,79.5,254.2,87.25,104.5,11.5
Justin Patton,BUST,34,63.8,117.1,21.1,69.2,67.45,7.7,18.9,8.6,17.7,43,83,0.518,186,272,0.684,8,14,0.571,5.9,1.9,29.0,1,3.23666,123.512,4.4,0.68331093,95.9166,90.3415,3.41481,203.996,8.69774,3.01927,5.67848,7.59594,25.2857,3.72398,3.87195,1.6857,4.5429,6.2286,1.1714,0.8571,1.4286,12.9429,82.0,83.25,229.0,87.0,111.5,7.8
Davon Reed,SOLID,33,87.9,113.8,21.3,53.9,58.0,2.9,13.1,14.4,16.6,90,108,0.833,82,173,0.474,79,199,0.397,1.5,2.3,29.0,4,4.11276,120.634,1.8,1.19401082,99.4324,92.8742,4.40065,203.014,7.21637,4.40626,2.81012,7.53091,35.303,4.87762,2.65329,0.8485,3.9394,4.7879,2.4242,1.303,0.4848,14.8788,76.5,77.5,206.2,84.0,102.0,6.5
Derrick White,SOLID,33,81.6,121.1,25.9,58.1,62.67,3.5,10.7,28.3,16.6,140,174,0.805,147,258,0.57,57,142,0.401,4.8,2.2,43.5,4,5.32304,133.944,2.7,1.8271071,103.201,99.8096,3.29774,207.998,9.57571,7.08348,2.49223,11.7116,32.8235,8.84082,2.87083,1.0294,3.0588,4.0882,4.3529,1.2353,1.4412,18.0882,75.25,76.5,189.8,79.5,101.5,6.2
D.J. Wilson,BUST,38,75.2,122.3,18.1,60.5,62.82,6.7,16.3,8.5,12.7,50,60,0.833,123,195,0.631,41,110,0.373,5.2,1.0,19.7,2,4.03635,125.581,2.5,1.19044604,102.055,96.2275,3.41578,202.916,8.40991,4.70463,3.70527,7.04259,30.3947,4.98952,2.05308,1.5,3.8421,5.3421,1.3158,0.5,1.5,11.0263,80.75,82.5,234.4,87.0,109.5,6.4
Jamel Artis,BUST,32,81.9,111.9,26.7,56.4,59.63,4.4,11.8,22.8,16.8,116,158,0.734,122,224,0.545,74,189,0.392,0.8,0.7,38.3,4,4.8499,128.303,2.2,1.27708378,112.167,103.965,2.92715,164.929,4.66063,5.37886,-0.718228,5.1269,34.3125,5.91325,-0.78634,1.25,3.625,4.875,3.3125,0.4062,0.2812,18.1875,77.5,78.75,213.2,82.0,105.0,11.9
Ike Anigbogu,BUST,29,26.2,106.1,18.7,56.4,56.41,13.3,19.9,2.3,18.4,23,43,0.535,57,101,0.564,0,0,0.0,8.8,0.7,42.6,1,0.977968,108.613,7.6,0.25,97.6021,92.456,1.6455,89.4142,1.24082,-1.10252,2.34333,-0.371059,13.0,-2.08023,1.70917,1.4138,2.6207,4.0345,0.2069,0.1724,1.2069,4.7241,80.5,81.75,252.2,90.25,110.5,5.4
Chris Boucher,SOLID,30,46.5,115.5,21.8,58.9,58.98,9.3,19.6,3.1,11.3,47,83,0.566,100,158,0.633,35,101,0.347,11.7,1.0,32.0,4,2.88884,122.307,4.7,0.40627725,91.5365,88.0814,3.33628,162.31,7.24171,2.55643,4.68528,6.95907,23.5484,3.74343,3.21564,1.7419,4.3226,6.0645,0.4194,0.3871,2.5484,11.8065,80.0,81.5,182.2,88.0,110.5,5.4
Kadeem Allen,BUST,34,68.9,108.5,18.4,52.1,57.03,1.5,13.7,17.8,20.7,86,116,0.741,75,161,0.466,32,75,0.427,2.3,3.1,49.2,4,2.4546,110.513,3.3,1.55382354,95.0827,90.4715,4.00389,213.348,7.7439,2.9621,4.78181,6.35,30.0,1.90101,4.44899,0.3529,3.6765,4.0294,2.9706,1.5588,0.6176,9.7647,73.0,74.25,192.4,81.25,99.5,6.4
Jarrett Allen,STAR,33,80.4,101.9,22.9,56.6,57.14,11.0,18.8,5.5,20.1,84,149,0.564,179,309,0.579,0,7,0.0,5.0,1.0,47.2,1,2.77687,111.823,2.6,0.3095266,99.0269,91.3054,4.198,209.689,3.4387,-0.15881,3.59751,4.15017,32.1515,2.13467,2.01551,3.0303,5.3939,8.4242,0.7879,0.5758,1.5455,13.3939,81.0,82.25,233.6,89.25,109.5,7.4
Alec Peters,BUST,28,76.3,117.8,29.5,52.7,59.63,8.0,23.2,15.0,13.5,167,188,0.888,149,290,0.514,55,149,0.369,1.0,1.2,42.8,4,5.31891,130.94,2.6,0.90140097,96.3548,97.4582,3.8043,203.71,4.93177,4.49912,0.432646,7.68101,35.1379,7.27159,0.409418,2.5517,7.5517,10.1034,2.2069,0.7931,0.3793,22.9655,79.25,80.75,232.0,82.75,105.0,8.8
Kyle Kuzma,SOLID,27,69.6,112.8,26.7,53.9,56.34,11.2,22.7,15.0,14.7,81,121,0.669,142,255,0.557,25,78,0.321,1.6,1.1,36.3,3,4.11232,125.288,2.1,1.14518909,98.7643,96.7197,3.45396,163.806,5.35021,4.00991,1.3403,5.46892,30.8276,5.16579,0.303122,2.7931,6.5517,9.3448,2.4483,0.6207,0.4828,16.4138,80.0,81.5,222.6,84.25,107.5,9.4
Markelle Fultz,SOLID,25,71.6,113.6,31.7,53.5,55.8,4.0,14.0,35.5,15.6,109,168,0.649,157,313,0.502,52,126,0.413,3.1,2.4,38.3,1,5.73345,133.474,2.8,1.85,109.389,104.932,2.95682,172.067,7.58209,6.54689,1.0352,8.85802,35.68,7.68118,1.17684,1.32,4.4,5.72,5.92,1.56,1.2,23.16,75.25,76.0,209.0,82.0,102.0,10.0
Caleb Swanigan,BUST,35,80.5,112.9,28.5,57.2,62.03,10.7,32.7,18.7,20.9,164,210,0.781,184,336,0.548,38,85,0.447,2.5,0.8,49.9,2,4.88645,130.669,3.4,0.89832113,91.6952,86.7658,4.71125,269.176,8.41421,3.67001,4.74421,8.46663,32.5429,5.52616,2.94046,2.7429,9.7143,12.4571,3.0286,0.4286,0.8,18.4571,79.5,80.5,245.6,87.0,108.0,
Edmond Sumner,SOLID,21,45.6,110.2,24.8,50.7,56.97,1.8,13.5,30.3,19.6,100,136,0.735,89,167,0.533,12,44,0.273,2.7,2.3,64.5,2,4.06356,122.477,2.9,1.81034798,103.093,97.6161,3.58036,131.808,6.57664,3.86929,2.70735,7.63958,33.1429,4.67874,2.96084,0.5238,3.8095,4.3333,5.0,1.2857,0.7619,14.9524,76.0,77.75,176.4,81.0,102.5,8.3
Johnathan Motley,BUST,33,74.9,110.0,30.3,52.7,56.28,14.9,22.9,16.7,19.2,125,178,0.702,210,390,0.538,8,31,0.258,3.9,0.7,42.3,3,4.84003,132.149,4.0,0.78998365,96.1425,89.4993,4.2212,200.076,7.69418,4.19404,3.50014,7.42053,30.5,5.43804,1.98248,3.7059,6.1471,9.8529,2.3235,0.3529,1.0588,17.3235,79.75,80.75,238.2,88.0,108.0,
Monte Morris,SOLID,35,86.8,124.2,23.8,52.3,55.53,3.7,11.3,32.0,8.1,89,111,0.802,162,322,0.503,54,143,0.378,0.8,2.4,23.9,4,6.14037,137.896,1.6,5.1666663,101.974,94.6366,4.13237,225.734,9.78239,8.06251,1.71988,9.47688,35.3429,7.19907,2.2778,1.1429,3.6857,4.8286,6.2,1.5143,0.2857,16.4286,73.25,74.5,175.2,76.0,96.5,6.9
Dillon Brooks,SOLID,34,56.9,113.3,30.1,55.4,58.2,4.7,9.9,23.0,15.8,90,121,0.744,141,268,0.526,57,141,0.404,2.0,2.5,29.6,3,4.0417,132.778,4.4,1.3194788,97.4912,92.5238,3.20991,158.623,6.51461,5.47655,1.03807,7.84291,25.3143,5.82998,2.01293,1.0,2.2286,3.2286,2.7143,1.0857,0.4571,16.1143,77.0,78.0,220.2,78.0,100.5,7.5
John Collins,SOLID,33,66.5,124.8,29.2,62.2,65.76,16.4,25.7,4.5,13.2,164,220,0.745,234,375,0.624,0,1,0.0,6.6,1.3,58.5,2,5.45322,146.0,4.5,0.27871248,103.87,97.0491,2.94366,198.91,6.78591,5.72858,1.05733,9.24487,26.6061,9.03017,0.214696,3.7576,6.0606,9.8182,0.5152,0.6364,1.5758,19.1515,80.25,81.5,225.2,83.25,106.5,5.4
Zach Collins,SOLID,39,43.1,120.6,24.8,67.6,70.32,12.2,23.2,4.4,20.2,110,148,0.743,125,186,0.672,10,21,0.476,9.8,1.5,71.5,1,2.63966,131.082,6.3,0.26668833,79.0742,77.1749,3.09468,185.367,9.54386,2.60042,6.94344,9.97812,17.2308,4.31375,5.66437,1.6923,4.2051,5.8974,0.4103,0.4615,1.7692,10.0,82.25,84.0,232.2,85.0,111.0,8.9
Damyean Dotson,BUST,32,85.4,125.7,21.2,59.5,61.08,5.0,18.2,6.9,8.6,44,53,0.83,94,186,0.505,108,244,0.443,0.6,1.6,12.3,4,5.27039,131.371,1.9,1.02856864,97.3145,95.8541,3.92325,209.246,6.5608,5.98813,0.572669,9.07424,34.0606,8.11337,0.960869,1.5455,5.2727,6.8182,1.0909,0.9091,0.1515,17.4545,76.5,77.5,205.2,81.0,100.0,5.3
PJ Dozier,SOLID,35,68.8,96.2,28.0,44.5,46.62,4.1,15.5,23.0,15.9,77,129,0.597,146,323,0.452,39,137,0.285,1.2,3.3,28.0,2,2.37817,111.155,3.8,1.29487242,90.1059,85.1904,4.29481,219.909,5.94589,1.90838,4.03751,6.06301,28.6944,2.13985,3.92316,1.0833,3.7222,4.8056,2.8056,1.6667,0.2778,13.9167,77.25,78.75,200.6,83.0,101.0,6.1
Dwayne Bacon,BUST,35,72.0,108.4,27.4,51.0,54.37,4.0,11.9,11.6,14.1,104,138,0.754,164,318,0.516,57,171,0.333,0.4,1.9,28.2,2,3.58533,122.81,2.2,0.85916397,102.343,95.5726,3.33395,177.268,2.95488,3.11112,-0.156242,4.75307,28.8,4.33702,0.416045,1.0,3.2,4.2,1.7429,1.0,0.1143,17.2286,76.75,78.25,221.6,82.0,103.5,7.9
Tyler Dorsey,SOLID,38,75.4,117.7,21.5,57.4,60.49,3.3,9.6,10.9,13.9,103,137,0.752,99,194,0.51,86,203,0.424,0.4,1.5,34.5,2,3.97575,124.918,2.0,1.13557646,100.81,96.0324,3.44372,180.935,4.54882,4.76981,-0.220987,5.55197,29.9744,4.84311,0.708854,0.8462,2.6154,3.4615,1.7179,0.7692,0.1026,14.641,75.0,76.5,182.6,77.25,99.5,4.7
Frank Mason III,BUST,36,89.4,125.2,25.5,57.3,62.23,2.0,10.4,26.1,14.4,189,238,0.794,159,318,0.5,82,174,0.471,0.2,2.0,48.4,4,6.93156,142.784,2.2,2.17438978,102.695,95.755,4.11775,224.991,8.43497,7.76701,0.667963,10.0958,36.1389,8.05776,2.03808,0.6111,3.5556,4.1667,5.1944,1.3056,0.0556,20.9167,71.0,72.0,188.8,75.25,94.0,4.3
Devin Robinson,BUST,36,65.4,115.9,19.1,54.7,57.64,7.3,18.5,4.8,12.2,73,101,0.723,99,189,0.524,43,110,0.391,3.1,1.9,33.8,3,3.2438,122.652,3.4,0.58977198,92.6266,87.6416,3.74997,198.996,8.11248,3.95358,4.15889,7.63672,26.4444,4.4039,3.23282,1.7222,4.3889,6.1111,0.6389,0.8611,0.8056,11.1111,79.0,80.25,189.6,84.75,106.0,3.2
Sindarius Thornwell,BUST,32,71.9,118.2,29.2,51.0,58.98,8.0,16.2,19.4,14.2,215,259,0.83,137,291,0.471,58,148,0.392,3.4,3.6,59.0,4,5.99432,140.456,2.7,1.13157895,88.3804,82.9766,5.14704,244.238,13.5191,7.66756,5.8515,15.8998,32.9062,10.379,5.52079,2.4062,4.5,6.9062,2.6875,2.0625,0.9375,20.7188,75.5,76.75,211.6,82.0,103.0,7.8
Semi Ojeleye,BUST,35,85.4,127.5,24.5,57.2,62.15,8.4,15.0,9.3,10.7,172,219,0.785,137,259,0.529,73,172,0.424,1.6,0.8,50.8,3,6.26239,139.791,2.1,1.05998883,97.0548,95.2416,3.99167,200.323,6.64165,6.59566,0.0459893,8.44427,34.1429,7.8568,0.587465,2.2857,4.5714,6.8571,1.5143,0.4286,0.4,19.0,77.25,78.75,241.4,81.75,102.0,5.5
Trae Young,STAR,32,87.5,112.1,38.4,51.9,58.62,1.3,9.9,48.3,20.0,236,274,0.861,143,290,0.493,118,327,0.361,0.7,2.5,44.4,1,7.06714,145.644,2.0,1.65865722,106.864,100.301,3.53946,216.691,9.94112,9.5331,0.408018,10.1526,35.4062,9.41387,0.738749,0.4375,3.4688,3.9062,8.6562,1.6875,0.25,27.375,72.5,73.75,177.8,75.0,95.5,5.35
Kostas Antetokounmpo,BUST,29,34.8,92.9,20.8,58.4,57.46,7.3,16.8,5.9,25.6,33,64,0.516,56,86,0.651,2,15,0.133,8.3,1.0,63.4,1,0.413901,95.4475,6.0,0.33335812,104.641,103.174,1.35938,87.2099,-1.41812,-3.80089,2.38277,-2.51489,15.1034,-3.52913,1.01424,0.8276,2.0345,2.8621,0.4483,0.2414,1.069,5.2069,81.0,82.5,194.8,86.25,110.0,5.0
Yante Maten,BUST,33,84.5,116.1,28.2,49.7,56.74,11.8,15.7,11.6,12.8,193,241,0.801,178,361,0.493,29,85,0.341,4.7,0.8,54.0,4,5.35452,133.114,2.5,0.76121761,99.9626,94.4508,4.10358,209.487,8.06517,4.98483,3.08034,9.02122,34.303,7.06624,1.95498,3.5152,5.0606,8.5758,1.5455,0.4545,1.4848,19.2727,79.25,80.5,246.2,84.5,107.5,8.1
George King,BUST,32,70.5,107.3,22.5,54.2,57.45,7.2,23.2,8.2,17.9,68,87,0.782,80,162,0.494,62,157,0.395,2.6,1.1,27.3,4,2.47497,112.74,3.4,0.54689997,101.277,96.0516,3.26805,188.238,3.25266,1.54912,1.70354,4.14419,28.5312,3.12693,1.01726,1.75,6.0625,7.8125,1.0938,0.5312,0.6562,12.9375,76.75,78.0,218.6,83.5,101.5,7.25
Landry Shamet,SOLID,32,76.3,127.5,21.0,62.2,65.54,1.6,9.7,28.8,17.9,85,103,0.825,70,125,0.56,84,190,0.442,0.7,1.3,32.7,2,5.05891,133.77,2.4,2.47755269,104.926,102.035,2.99378,169.509,6.47206,7.53766,-1.06559,7.65905,31.7188,7.29565,0.3634,0.4375,2.7812,3.2188,5.1875,0.7188,0.1875,14.9062,76.0,77.25,188.6,78.75,100.0,4.85
Shake Milton,SOLID,22,60.6,119.8,24.7,55.1,60.6,2.1,13.5,25.9,15.7,94,111,0.847,67,145,0.462,56,129,0.434,2.3,2.4,40.5,3,5.15963,128.338,1.9,1.92000688,99.4079,99.3025,3.8038,144.126,5.67384,4.45827,1.21557,7.53792,36.3636,5.87966,1.65826,0.6364,4.0455,4.6818,4.3636,1.4091,0.6364,18.0,76.5,77.5,207.2,84.75,99.5,6.8
Zhaire Smith,BUST,37,70.5,124.3,18.6,58.5,61.51,9.1,11.2,12.1,12.6,91,127,0.717,135,237,0.57,18,40,0.45,4.4,2.4,45.8,1,3.97746,128.073,2.5,1.52383046,94.3872,88.7363,3.98587,205.196,10.0389,4.93407,5.10478,9.49126,28.4054,5.56388,3.92738,2.1351,2.7568,4.8919,1.7297,1.1622,1.027,11.2162,74.75,76.0,198.6,81.75,100.0,6.05
Chimezie Metu,SOLID,34,72.1,110.2,25.1,53.8,57.41,7.3,21.2,10.0,15.1,111,152,0.73,193,352,0.548,12,40,0.3,6.3,1.5,38.8,3,3.50837,120.334,3.3,0.77939999,98.4822,95.0499,3.66969,226.697,5.08087,1.09358,3.9873,4.58157,30.9706,2.53583,2.04575,1.8824,5.5588,7.4412,1.5588,0.7941,1.7353,15.6765,80.5,81.5,219.6,84.5,108.0,5.05
Aaron Holiday,SOLID,33,92.1,112.9,27.2,55.7,60.87,1.6,8.7,29.9,20.6,159,192,0.828,124,255,0.486,88,205,0.429,0.7,1.9,41.7,3,5.12785,127.54,2.8,1.53599624,106.928,103.391,3.3327,209.167,4.36451,4.73004,-0.365525,5.01555,37.697,4.87478,0.140775,0.5152,3.1515,3.6667,5.8182,1.2727,0.2424,20.3333,71.75,72.75,187.0,79.5,97.0,6.4
Omari Spellman,BUST,40,69.7,121.0,17.9,57.3,58.77,9.9,23.0,4.3,11.4,49,70,0.7,95,186,0.511,65,150,0.433,5.5,1.3,20.8,1,3.52411,123.896,3.3,0.75,95.809,89.6669,3.84632,248.547,7.95853,4.14989,3.80864,6.62804,28.125,4.40706,2.22098,2.25,5.775,8.025,0.75,0.65,1.475,10.85,80.0,81.25,253.8,86.0,107.5,13.75
Trevon Duval,BUST,37,73.8,102.9,22.4,47.3,48.93,2.1,4.9,30.3,23.4,53,89,0.596,117,239,0.49,31,107,0.29,0.5,2.8,25.7,1,2.47214,111.573,3.2,2.02938201,102.317,96.9205,3.33307,180.636,2.00174,1.50131,0.500434,2.02397,29.7297,0.725481,1.29849,0.5405,1.4324,1.973,5.5946,1.4595,0.1351,10.2703,73.5,74.5,191.0,80.25,97.5,5.2
Allonzo Trier,BUST,33,79.2,125.6,23.1,59.3,65.44,1.3,9.1,17.4,15.5,160,185,0.865,114,185,0.616,70,184,0.38,1.1,1.1,50.1,3,5.52197,134.523,2.0,1.55071979,106.925,103.113,3.08912,172.908,5.49153,6.05067,-0.559147,6.34642,34.0606,6.10369,0.242733,0.3333,2.697,3.0303,3.2424,0.6364,0.3333,18.1212,75.75,77.25,198.0,78.75,98.0,4.95
Donte DiVincenzo,SOLID,40,72.5,119.5,22.8,59.0,60.77,4.9,13.8,20.0,17.0,76,107,0.71,103,179,0.575,85,212,0.401,0.7,2.1,27.4,2,4.33319,130.504,2.8,1.7594936,100.427,93.9887,3.56864,215.984,8.81159,6.56506,2.24653,8.09702,29.275,5.81862,2.2784,1.15,3.6,4.75,3.475,1.05,0.2,13.425,75.5,76.5,200.6,78.0,97.5,5.0
Hamidou Diallo,SOLID,37,61.8,101.1,21.3,47.0,49.75,4.2,11.5,9.5,14.8,77,126,0.611,108,236,0.458,26,77,0.338,1.6,1.8,40.3,1,1.83619,108.848,4.2,0.90191524,102.116,95.8859,2.87974,163.536,2.72071,1.43527,1.28545,1.80476,24.8108,0.309039,1.49573,0.8649,2.7568,3.6216,1.2432,0.7568,0.3514,10.027,75.75,77.0,197.4,83.25,101.5,5.2
Hamidou Diallo,SOLID,37,61.8,101.1,21.3,47.0,49.75,4.2,11.5,9.5,14.8,77,126,0.611,108,236,0.458,26,77,0.338,1.6,1.8,40.3,1,1.83619,108.848,4.2,0.90191524,102.116,95.8859,2.87974,163.536,2.72071,1.43527,1.28545,1.80476,24.8108,0.309039,1.49573,0.8649,2.7568,3.6216,1.2432,0.7568,0.3514,10.027,76.25,78.0,197.0,83.5,103.0,4.45
Josh Okogie,SOLID,24,67.9,107.9,26.8,47.5,55.04,7.3,13.1,15.6,15.7,133,162,0.821,95,220,0.432,38,100,0.38,2.8,2.9,50.6,2,4.53705,123.58,3.2,0.9671874,100.756,95.767,4.22922,163.453,5.45468,3.60459,1.85009,7.11086,36.375,5.20362,1.90724,2.25,4.0,6.25,2.4583,1.75,0.9583,18.2083,75.0,76.5,210.8,84.0,102.0,5.2
Shai Gilgeous-Alexander,STAR,37,84.0,114.1,22.8,51.6,57.87,3.2,10.0,28.8,19.8,143,174,0.822,160,320,0.5,23,57,0.404,1.7,2.8,46.2,1,4.39339,125.112,2.0,1.90907054,100.791,94.6415,4.06009,235.269,7.76378,4.95128,2.8125,8.11177,33.7297,5.06269,3.04908,0.8919,3.2432,4.1351,5.1081,1.6486,0.4865,14.3784,76.5,78.0,180.0,83.5,104.0,3.0
Ray Spalding,BUST,36,68.2,111.8,23.5,55.0,56.76,13.3,20.9,9.6,15.1,73,114,0.64,178,318,0.56,5,19,0.263,6.3,3.1,33.8,3,3.31152,122.456,4.3,0.75413126,91.6831,87.0284,4.0126,252.05,8.55591,3.00336,5.55255,7.30317,27.6389,3.6926,3.61057,3.1389,5.5278,8.6667,1.2778,1.5,1.7222,12.3333,81.0,82.25,215.4,88.75,109.0,5.55
Miles Bridges,SOLID,34,75.9,116.2,25.0,53.6,57.26,5.2,18.1,16.6,14.7,93,110,0.845,138,262,0.527,71,194,0.366,2.5,1.2,24.1,2,4.41314,128.123,2.0,1.34329644,94.6045,90.6491,4.20958,212.43,7.37899,4.75891,2.62008,7.61598,31.3824,5.75657,1.85941,1.2647,5.7059,6.9706,2.6471,0.6176,0.7647,17.1176,77.25,78.75,220.4,81.5,103.5,5.9
Theo Pinson,SOLID,37,74.1,113.2,20.1,49.5,56.26,5.4,17.6,27.2,22.5,108,132,0.818,118,222,0.532,12,53,0.226,2.0,2.0,48.0,4,3.46782,121.177,3.1,2.1011474,100.382,94.0103,3.64351,231.049,7.54026,4.06646,3.4738,6.91645,29.7297,3.37329,3.54316,1.4865,5.0,6.4865,5.0541,1.0811,0.5405,10.2703,77.0,78.75,211.2,82.75,103.5,7.35
Rawle Alkins,BUST,23,50.8,106.1,23.8,50.4,54.8,8.0,10.7,14.0,20.1,71,98,0.724,66,137,0.482,33,92,0.359,2.5,2.3,42.8,2,2.91041,114.602,2.8,0.98304219,102.801,98.2402,3.34485,134.023,4.89647,3.06394,1.83253,4.20176,31.3913,2.94274,1.25902,1.8696,2.913,4.7826,2.5217,1.2174,0.7391,13.1304,74.5,75.75,222.6,80.75,99.0,11.0
Rawle Alkins,BUST,23,50.8,106.1,23.8,50.4,54.8,8.0,10.7,14.0,20.1,71,98,0.724,66,137,0.482,33,92,0.359,2.5,2.3,42.8,2,2.91041,114.602,2.8,0.98304219,102.801,98.2402,3.34485,134.023,4.89647,3.06394,1.83253,4.20176,31.3913,2.94274,1.25902,1.8696,2.913,4.7826,2.5217,1.2174,0.7391,13.1304,74.75,76.25,217.4,80.75,99.0,8.9
Grayson Allen,SOLID,37,88.3,121.1,20.3,53.6,57.97,1.8,8.0,21.2,16.7,108,127,0.85,79,157,0.503,102,276,0.37,0.2,2.8,29.3,4,4.98605,128.12,2.4,2.17722839,101.134,95.7998,4.12495,228.386,7.90584,6.21776,1.68808,7.30047,35.5676,4.64711,2.65336,0.5405,2.7838,3.3243,4.6486,1.7297,0.0541,15.4595,75.0,76.5,198.0,79.25,97.0,5.55
Thomas Welsh,BUST,33,81.2,120.9,17.4,55.2,57.67,9.1,25.8,7.8,9.9,48,58,0.828,117,222,0.527,45,112,0.402,2.8,1.1,17.4,4,3.76185,120.832,2.9,1.35290693,100.591,97.2638,3.62666,239.61,5.10016,3.01093,2.08923,4.99345,33.2121,3.99832,0.995134,2.6364,8.2121,10.8485,1.3939,0.6667,0.8788,12.6364,83.5,84.5,254.0,84.0,109.5,10.9
Jalen Brunson,STAR,40,78.8,128.5,26.1,60.4,63.53,1.2,9.7,26.6,12.3,130,162,0.802,184,307,0.599,86,211,0.408,0.1,1.7,31.3,3,6.41346,146.114,2.5,2.59154928,103.211,96.5942,3.5916,206.633,8.37985,8.13628,0.243567,9.46785,31.8,7.833,1.63484,0.3,2.75,3.05,4.6,0.925,0.025,18.9,73.0,74.25,198.4,76.0,96.0,6.7
Jevon Carter,SOLID,37,88.3,117.3,25.1,49.8,54.92,2.3,12.9,35.2,16.8,133,155,0.858,138,313,0.441,77,196,0.393,1.2,4.8,30.5,4,5.45024,131.926,3.4,2.51023176,94.3123,89.7224,4.86782,299.61,11.3317,7.78875,3.54295,11.1353,35.4324,6.54098,4.59429,0.7838,3.8649,4.6486,6.6486,3.027,0.3514,17.2973,72.25,73.5,196.2,76.25,95.0,4.15
Marial Shayok,BUST,34,79.9,111.9,26.9,57.1,61.08,5.1,11.7,12.2,17.6,108,123,0.878,158,278,0.568,71,185,0.384,0.8,1.7,26.6,4,4.66975,128.385,2.5,0.73626002,102.592,97.568,3.63874,186.847,4.25113,4.60648,-0.355351,5.37358,32.8824,5.3424,0.0311799,1.3824,3.5294,4.9118,1.9706,0.9412,0.2353,18.7353,76.5,77.5,196.8,84.25,103.5,4.7
Zion Williamson,STAR,33,64.9,129.2,28.2,70.8,70.19,12.8,18.0,15.0,15.2,130,203,0.64,272,364,0.747,24,71,0.338,5.8,3.9,46.7,1,6.77463,152.849,2.8,0.87180573,86.7976,81.398,4.97916,256.043,16.4625,10.1581,6.30444,18.6726,29.9697,12.8016,5.87104,3.5152,5.3636,8.8788,2.0606,2.1212,1.7879,22.6061,77.25,78.0,300.0,82.5,103.0,30.0
